,date,trails,jumps,trail name
2240,2020-08-16,BPA Nordschleife Full Run,,
2241,2020-08-15,BPA Nordschleife Full Run,,
2242,2020-08-15,BPA Nordschleife Full Run,,
2243,2020-08-15,BPA Nordschleife Full Run,,
2244,2020-08-15,BPA Nordschleife Full Run,,
2245,2020-08-15,BPA Nordschleife Full Run,,
2246,2020-08-15,BPA Nordschleife Full Run,,
2247,2020-08-15,BPA Nordschleife Full Run,,
2248,2020-08-15,BPA Nordschleife Full Run,,
2249,2020-08-15,BPA Nordschleife Full Run,,
2250,2020-08-15,BPA Nordschleife Full Run,,
2251,2020-08-16,BPA Nordschleife Sektion 2,,
2252,2020-08-16,BPA Nordschleife Sektion 2,,
2253,2020-08-16,BPA Nordschleife Sektion 2,,
2254,2020-08-16,BPA Nordschleife Sektion 2,,
2255,2020-08-15,BPA Nordschleife Sektion 2,,
2256,2020-08-15,BPA Nordschleife Sektion 2,,
2257,2020-08-15,BPA Nordschleife Sektion 2,,
2258,2020-08-15,BPA Nordschleife Sektion 2,,
2259,2020-08-15,BPA Nordschleife Sektion 2,,
2260,2020-08-15,BPA Nordschleife Sektion 2,,
2261,2020-08-15,BPA Nordschleife Sektion 2,,
2262,2020-08-15,BPA Nordschleife Sektion 2,,
2263,2020-08-15,BPA Nordschleife Sektion 2,,
2264,2020-08-15,BPA Nordschleife Sektion 2,,
2265,2020-07-26,Eberbacher Weg Climb,,
2266,2020-07-26,Eberbacher Weg Climb,,
2267,2020-07-26,Eberbacher Weg Climb,,
2268,2020-07-25,Eberbacher Weg Climb,,
2269,2020-07-25,Eberbacher Weg Climb,,
2270,2020-07-25,Eberbacher Weg Climb,,
2271,2020-07-25,Eberbacher Weg Climb,,
2272,2020-07-25,Eberbacher Weg Climb,,
2273,2020-07-18,Eberbacher Weg Climb,,
2274,2020-07-12,Eberbacher Weg Climb,,
2275,2020-07-11,Eberbacher Weg Climb,,
2276,2020-07-11,Eberbacher Weg Climb,,
2277,2020-07-11,Eberbacher Weg Climb,,
